date,PID,session,condition,sex,age,colony,cohort,normal_weight,weight,food_consumed,depleted_A,depleted_B,depleted_high,depleted_low,status,visit_order,visit_order_noself,current_order,alternative_order,location,elevation,transition_self,visit_length,visit_latency,total_latency,travel_time,head_disp,head_speed,peck_count,peck_rate,IPI_entropy,IPI_rmssd,IPD_entropy,IPD_rmssd,travel_dist,travel_speed,cum_visit_length,cum_visits,cum_head_disp,cum_peck_count,cum_travel_dist,cum_travel_time,alt_cum_visit_length,alt_cum_visits,alt_cum_head_disp,alt_cum_peck_count,alt_cum_travel_dist,alt_cum_travel_time
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,6,5,3,3,platform A,0.0,0,4.96,43.7,335.46,5.62,834.5869250865244,17.937803101448885,1.0,0.2008032128514056,0.0,0.0,0.0,0.0,963.8022205620877,6.730324088627445,172.92000000000002,3,16233.253362374966,38.0,4732.9753878598185,14.14,148.32,3,11888.873144354697,27.0,2175.4817194416323,5.04
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,7,5,4,3,platform A,0.0,1,6.06,8.92,344.38,3.96,1171.894980974882,21.507365879862697,0.0,0.0,0.0,0.0,0.0,0.0,724.8162957984434,11.498507714503615,178.98000000000002,4,17405.148343349847,38.0,5457.791683658262,18.1,148.32,3,11888.873144354697,27.0,2175.4817194416323,5.04
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,8,6,4,4,platform B,0.0,0,2.18,9.74,354.12,3.68,344.4134296953498,14.32967234658552,1.0,0.4545454545454545,0.0,0.0,0.0,0.0,1485.631804953876,8.523037149551522,150.5,4,12233.286574050046,28.0,3661.113524395508,8.72,178.98000000000002,4,17405.148343349847,38.0,5457.791683658262,18.1
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,9,6,5,4,platform B,0.0,1,13.58,4.0,358.12,1.82,1401.9435892162396,11.054732766592291,3.0,0.2205882352941176,0.6931471805599453,5.835631928077713,0.6931471805599453,309.9727059477066,378.9197821170319,18.528564749372443,164.08,5,13635.230163266286,31.0,4040.03330651254,10.54,178.98000000000002,4,17405.148343349847,38.0,5457.791683658262,18.1
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,9,6,5,4,platform B,0.0,1,7.3864367061209375,4.0,358.12,1.82,778.7138711851792,10.943614082681693,2.0,0.2702702702702703,0.0,0.0,0.0,0.0,378.9197821170319,18.528564749372443,130.1041545584918,5,15159.0140909494,43.0,5435.191182768894,79.53999999999999,178.98000000000002,4,17405.148343349847,38.0,5457.791683658262,18.1
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,10,7,5,5,platform A,0.0,0,28.524627918744688,23.38,381.5,9.8,1606.298768569731,8.183117952304238,6.0,0.2102312543798178,0.5004024235381879,5.360626829019158,0.6730116670092565,63.26424732261968,2204.8560711589,7.978860205235779,55.95969073360627,4,10609.94002610131,26.0,5985.2962022185575,33.1,164.08,5,13635.230163266286,31.0,4040.03330651254,10.54
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,10,7,5,5,platform A,0.0,0,48.08,23.38,381.5,9.8,2630.3499312899003,7.823844680564314,13.0,0.2702702702702703,0.6365141682948128,4.1262735407790565,0.7214636866925115,73.0450525046585,2204.8560711589,7.978860205235779,227.06,5,20035.498274639747,51.0,7662.6477548171615,27.9,164.08,5,13635.230163266286,31.0,4040.03330651254,10.54
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,11,7,6,5,platform A,0.0,1,8.616113356269441,49.22,430.72,1.14,836.2588415534267,8.751975873488602,1.0,0.1157407407407407,0.0,0.0,0.0,0.0,32.36809214258393,5.471398641480605,27.435062814861585,3,7979.59009481141,13.0,3780.4401310596577,23.3,164.08,5,13635.230163266286,31.0,4040.03330651254,10.54
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,11,7,6,5,platform A,0.0,1,24.94,49.22,430.72,1.14,2438.4867218027703,10.537278002701148,7.0,0.2804487179487179,0.4505612088663046,3.705779270275012,1.3296613488547582,210.31440699671452,32.36809214258393,5.471398641480605,252.0,6,22473.98499644252,58.0,7695.015846959745,29.040000000000003,164.08,5,13635.230163266286,31.0,4040.03330651254,10.54
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,12,8,6,6,platform B,0.0,0,6.657200352567984,27.28,458.0,2.34,1126.9429376824232,16.596064684369026,2.0,0.2994011976047904,0.0,0.0,0.0,0.0,886.2785285106547,9.781501697019609,6.657200352567984,1,1404.5703214154196,3.0,886.2785285106547,2.34,252.0,6,22473.98499644252,58.0,7695.015846959745,29.040000000000003
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,12,8,6,6,platform B,0.0,0,10.08,27.28,458.0,2.34,1404.5703214154196,15.371360980754488,3.0,0.297029702970297,0.6931471805599453,4.7015954738790535,0.6931471805599453,319.70177512023315,886.2785285106547,9.781501697019609,174.16000000000005,6,15039.800484681706,34.0,4926.311835023194,12.88,252.0,6,22473.98499644252,58.0,7695.015846959745,29.040000000000003
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,13,9,7,6,platform A,0.0,0,5.563840635976982,16.64,474.64,6.56,764.1049308987963,12.188628900289856,3.0,0.5376344086021506,0.6931471805599453,2.178072542409917,0.0,211.8149626461212,1809.766741274891,10.70613276830574,5.563840635976982,1,2572.882722768624,5.0,1809.766741274891,6.56,174.16000000000005,6,15039.800484681706,34.0,4926.311835023194,12.88
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,13,9,7,6,platform A,0.0,0,17.76,16.64,474.64,6.56,2572.882722768624,13.852762264310837,5.0,0.281214848143982,0.5623351446188083,4.475678719479315,0.6931471805599453,274.41648546328673,1809.766741274891,10.70613276830574,269.76,7,25046.86771921114,63.0,9504.782588234635,35.6,174.16000000000005,6,15039.800484681706,34.0,4926.311835023194,12.88
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,14,10,7,7,platform B,0.0,0,8.5,22.18,496.82,4.42,1025.6111108906807,10.785899714543492,2.0,0.2347417840375587,0.0,0.0,0.0,0.0,1294.4909332060563,11.824966221231064,182.66000000000005,7,16065.411595572386,36.0,6220.80276822925,17.3,269.76,7,25046.86771921114,63.0,9504.782588234635,35.6
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,15,11,8,7,platform A,0.0,0,3.16,19.94,516.76,11.44,389.9137533014842,10.48140371290469,1.0,0.3144654088050315,0.0,0.0,0.0,0.0,2187.6292860973176,5.836424187734714,272.92,8,25436.781472512623,64.0,11692.411874331954,47.04,182.66000000000005,7,16065.411595572386,36.0,6220.80276822925,17.3
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,16,11,9,7,platform A,0.0,1,1.88,5.92,522.68,2.76,289.61844916109163,14.418550901449134,0.0,0.0,0.0,0.0,0.0,0.0,116.36909396691098,3.066103528442486,274.8,9,25726.399921673717,64.0,11808.780968298865,49.8,182.66000000000005,7,16065.411595572386,36.0,6220.80276822925,17.3
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,17,12,8,9,platform B,0.0,0,1.4,27.18,549.86,25.3,119.24745292564178,10.05451046814216,1.0,0.7042253521126761,0.0,0.0,0.0,0.0,3722.7660932283807,6.39291738028267,184.06000000000003,8,16184.659048498028,37.0,9943.568861457632,42.6,274.8,9,25726.399921673717,64.0,11808.780968298865,49.8
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,18,12,9,9,platform B,0.0,1,49.14,18.52,568.38,17.12,3281.9913097642298,7.239793893258412,11.0,0.2237591537835638,0.0,6.2097858256142775,1.313834033192747,171.9943732777843,905.2434158754074,3.511577704501208,233.20000000000005,9,19466.650358262257,48.0,10848.81227733304,59.72,274.8,9,25726.399921673717,64.0,11808.780968298865,49.8
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,18,12,9,9,platform B,0.0,1,30.443877533428203,18.52,568.38,17.12,1955.268628502136,6.88688898493753,6.0,0.1969796454366382,0.0,7.7596804057899185,1.3321790402101223,199.24130764402065,905.2434158754074,3.511577704501208,51.62294199249413,3,6902.323999405689,18.0,4183.256255163875,75.92,274.8,9,25726.399921673717,64.0,11808.780968298865,49.8
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,19,13,10,9,platform A,0.0,0,1.22,55.16,623.54,6.02,228.33808095345023,13.989681339502432,0.0,0.0,0.0,0.0,0.0,0.0,1193.625108046458,7.7707627085450035,276.02000000000004,10,25954.738002627164,64.0,13002.406076345322,55.81999999999999,233.20000000000005,9,19466.650358262257,48.0,10848.81227733304,59.72
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,20,13,11,9,platform A,0.0,1,8.945620961488949,16.68,640.22,15.46,885.63080183438,9.829183757155391,2.0,0.2232142857142857,0.0,0.0,0.0,0.0,2010.8681954811352,7.594973184728436,64.90531169509522,5,11748.66789764857,28.0,7996.164397699693,48.56,233.20000000000005,9,19466.650358262257,48.0,10848.81227733304,59.72
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,20,13,11,9,platform A,0.0,1,12.24,16.68,640.22,15.46,1138.727871547259,8.911810786951186,2.0,0.1631321370309951,0.0,0.0,0.0,0.0,2010.8681954811352,7.594973184728436,288.26000000000005,11,27093.465874174424,66.0,15013.274271826456,71.28,233.20000000000005,9,19466.650358262257,48.0,10848.81227733304,59.72
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,21,13,12,9,platform A,0.0,1,2.38,17.2,657.42,4.96,400.8425937967222,15.904093271950048,0.0,0.0,0.0,0.0,0.0,0.0,124.3603935705994,2.2200794808039146,290.64000000000004,12,27494.308467971143,66.0,15137.634665397056,76.24,233.20000000000005,9,19466.650358262257,48.0,10848.81227733304,59.72
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,22,14,10,12,platform B,0.0,0,6.0,22.04,679.46,19.66,624.2958736869784,9.80240072320244,2.0,0.3322259136212624,0.0,0.0,0.0,0.0,2586.0736035214986,5.743339590833698,239.20000000000005,10,20090.946231949238,50.0,13434.885880854536,79.38,290.64000000000004,12,27494.308467971143,66.0,15137.634665397056,76.24
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,23,14,11,12,platform B,0.0,1,1.42,8.44,687.9,2.44,277.2054247094854,21.171907715418584,0.0,0.0,0.0,0.0,0.0,0.0,97.17045349688898,2.3829081543798947,240.62000000000003,11,20368.15165665872,50.0,13532.056334351426,81.82,290.64000000000004,12,27494.308467971143,66.0,15137.634665397056,76.24
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,24,15,13,11,platform A,0.0,0,5.44,19.94,707.84,18.52,833.7335374235945,16.80762383301915,0.0,0.0,0.0,0.0,0.0,0.0,2365.5712121710294,5.403121079107517,296.08000000000004,13,28328.042005394746,66.0,17503.205877568085,94.76,240.62000000000003,11,20368.15165665872,50.0,13532.056334351426,81.82
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,25,16,12,13,platform B,0.0,0,7.92,33.94,741.78,28.5,1156.716588295254,12.97715475091435,1.0,0.1259445843828715,0.0,0.0,0.0,0.0,2663.924446237027,4.1152127177009525,248.54,12,21524.868244953974,51.0,16195.980780588452,110.32,296.08000000000004,13,28328.042005394746,66.0,17503.205877568085,94.76
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,26,17,14,12,platform A,0.0,0,43.0,23.52,765.3,15.6,2968.2206502400168,8.213516574241307,1.0,0.0232450023245002,0.0,0.0,0.0,0.0,1938.3052976421827,6.568319506935875,339.08000000000004,14,31296.26265563476,67.0,19441.511175210268,110.36,248.54,12,21524.868244953974,51.0,16195.980780588452,110.32
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,26,17,14,12,platform A,0.0,0,13.25510882261516,23.52,765.3,15.6,1138.6171039096637,10.46042711188537,0.0,0.0,0.0,0.0,0.0,0.0,1938.3052976421827,6.568319506935875,18.818949458592144,2,5541.10337300864,6.0,3748.0720389170738,22.16,248.54,12,21524.868244953974,51.0,16195.980780588452,110.32
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,0,27,18,13,14,platform B,0.0,0,14.521864106497942,99.46,864.76,56.46,1300.3495240901748,9.313275927901104,2.0,0.1375515818431912,0.0,0.0,0.0,0.0,2391.734310777813,3.443385520008212,21.179064459065927,2,3620.33268964146,7.0,3278.012839288468,58.8,339.08000000000004,14,31296.26265563476,67.0,19441.511175210268,110.36
20221025,P600,14,0-0,female,9,2,1,485,415.0,60,30,30,60,60,1,27,18,13,14,platform B,0.0,0,24.96,99.46,864.76,56.46,2215.76236822604,9.15626338965994,4.0,0.1601281024819855,0.0,5.787630488089808,0.6365141682948128,167.0340446881404,2391.734310777813,3.443385520008212,273.5,13,23740.630613180016,55.0,18587.715091366263,166.78,339.08000000000004,14,31296.26265563476,67.0,19441.511175210268,110.36
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,1,1,1,0,platform A,0.0,0,5.86,11.6,11.6,11.6,1283.2044056688194,53.01771285304935,2.0,0.3401360544217687,0.0,0.0,0.0,0.0,4064.3581265579337,60.46558463261498,5.86,1,1283.2044056688194,2.0,4064.3581265579337,11.6,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,2,1,2,0,platform A,0.0,1,69.3,13.88,25.48,8.02,14266.838868829942,49.77287481432107,41.0,0.5914598961338718,1.373722420921368,2.2188961219489296,1.1499875986961074,131.77503210028513,816.3649956919362,7.9377995456577155,75.16,2,15550.04327449876,43.0,4880.72312224987,19.62,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,2,1,2,0,platform A,0.0,1,31.35347791163486,13.88,25.48,8.02,6891.417423630341,54.10979396896784,22.0,0.7010834926704907,1.3654306466659107,1.9629715084170587,1.1375610820539093,126.78647528030032,816.3649956919362,7.9377995456577155,83.05394725469674,7,41444.50147016997,124.0,6343.05003345249,39.2,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,3,1,3,0,platform A,0.0,1,1.64,73.14,98.62,3.84,438.4822928037228,48.59900608938826,0.0,0.0,0.0,0.0,0.0,0.0,1700.2720731217803,27.39820433936729,76.8,3,15988.525567302484,43.0,6580.995195371651,23.46,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,4,1,4,0,platform A,0.0,1,38.46,7.14,105.76,5.5,8453.823514139385,55.70161266706207,29.0,0.7536382536382537,1.3106063908583885,1.7806900749027446,0.8320831965882041,126.3436922871903,1294.588550197123,14.019895210782757,115.26,4,24442.34908144187,72.0,7875.583745568773,28.96,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,4,1,4,0,platform A,0.0,1,11.689895115928284,7.14,105.76,5.5,2431.5084491993907,52.30076758513968,10.0,0.8547008547008548,1.310783678099714,1.1527744310527055,0.3488320958430319,41.74637907282475,1294.588550197123,14.019895210782757,19.91287154837549,2,13709.0895431778,41.0,1433.3683009956644,7.16,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,5,1,5,0,platform A,0.0,1,5.74,39.5,145.26,1.04,1459.0245667040008,63.79238752922779,3.0,0.5208333333333333,0.6931471805599453,2.0416659863944444,0.6931471805599453,256.4156637458057,347.63552370231923,22.437609307397917,121.0,5,25901.37364814587,75.0,8223.219269271092,30.0,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,6,1,6,0,platform A,0.0,1,7.02,7.58,152.84,1.84,1787.5004875557202,61.5787347495076,5.0,0.7102272727272727,1.039720770839918,1.1058480908334565,0.6931471805599453,94.29372675290738,420.1018351100769,20.979466029533317,128.01999999999998,6,27688.87413570159,80.0,8643.32110438117,31.84,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,7,1,7,0,platform A,0.0,1,16.34,26.56,179.4,19.54,3806.793641078092,55.44482295326936,10.0,0.6112469437652812,1.0986122886681096,1.681441180786424,1.2148896539491203,174.04542133630628,1512.5196539565725,7.539502876111939,144.36,7,31495.667776779683,90.0,10155.840758337745,51.38,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,7,1,7,0,platform A,0.0,1,7.225366160936334,26.56,179.4,19.54,1808.8007120009456,60.010853982383296,4.0,0.5524861878453038,1.0986122886681096,1.5511716002213725,1.0986122886681096,215.3763449164005,1512.5196539565725,7.539502876111939,92.18199176263738,9,46536.19190053018,136.0,9304.19639669068,70.44,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,8,1,8,0,platform A,0.0,1,3.54,24.6,204.0,8.26,617.984283189724,44.40248759943258,1.0,0.2808988764044944,0.0,0.0,0.0,0.0,837.8203859414176,9.328596734773823,147.89999999999998,8,32113.652059969405,91.0,10993.66114427916,59.63999999999999,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,9,1,9,0,platform A,0.0,1,3.1,4.58,208.58,1.04,687.6336440270741,47.85055881255704,1.0,0.3205128205128205,0.0,0.0,0.0,0.0,124.90219941499254,7.060495970300347,150.99999999999997,9,32801.28570399648,92.0,11118.563343694152,60.67999999999999,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,10,1,10,0,platform A,0.0,1,3.58,33.58,242.16,30.48,856.9247512087389,59.05220941114201,0.0,0.0,0.0,0.0,0.0,0.0,3390.897451899702,7.688646225417059,154.57999999999998,10,33658.21045520522,92.0,14509.460795593855,91.16,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,11,1,11,0,platform A,0.0,1,5.0,45.26,287.42,41.68,1072.922801054515,53.46323616943203,1.0,0.199203187250996,0.0,0.0,0.0,0.0,4998.076120618804,7.919164644529918,159.57999999999998,11,34731.13325625973,93.0,19507.53691621266,132.84,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,12,1,12,0,platform A,0.0,1,11.68,16.3,303.72,11.3,1950.835934639768,39.51480508028308,2.0,0.1709401709401709,0.0,0.0,0.0,0.0,1689.532385956343,7.2938356168025855,171.26,12,36681.9691908995,95.0,21197.069302169,144.14,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,12,1,12,0,platform A,0.0,1,7.01722936175166,16.3,303.72,11.3,1226.6415757835848,41.44992362160475,2.0,0.2840909090909091,0.0,0.0,0.0,0.0,1689.532385956343,7.2938356168025855,34.90232148441145,5,19483.75529890503,50.0,3874.0768187288895,23.0,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,13,1,13,0,platform A,0.0,1,39.96,19.86,323.58,8.18,7693.907302434995,49.84846167767562,33.0,0.8254127063531767,1.3169718565075788,1.4111298664545373,0.999684885300919,118.91705142283098,1652.6082190316636,10.27903705957644,211.22,13,44375.876493334494,128.0,22849.677521200665,152.32000000000002,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,13,1,13,0,platform A,0.0,1,16.79814785865043,19.86,323.58,8.18,2761.503893477583,44.185888510577165,16.0,0.9512485136741972,1.0775733728921972,1.1161003539108838,0.3926744672275521,51.47440492521532,1652.6082190316636,10.27903705957644,51.70046934306188,6,27177.662601340024,83.0,5526.685037760554,31.18,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,14,1,14,0,platform A,0.0,1,27.2,41.62,365.2,1.66,5255.266029038415,44.77905502871417,12.0,0.440852314474651,1.2636544318820964,3.042301760180933,1.2882523050229002,182.57021182223025,138.77975079854173,11.04847771858785,238.42,14,49631.14252237291,140.0,22988.457271999207,153.98000000000002,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,14,1,14,0,platform A,0.0,1,8.222976432447208,41.62,365.2,1.66,1719.0110431158564,48.61814074898043,4.0,0.4854368932038834,0.6365141682948128,1.9491194593114771,1.0986122886681096,236.2092012016261,138.77975079854173,11.04847771858785,8.222976432447208,1,5255.266029038415,12.0,138.77975079854173,1.66,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,15,1,15,0,platform A,0.0,1,3.666940606436807,28.4,393.6,1.2,644.4166758890474,38.333851730004206,1.0,0.2717391304347826,0.0,0.0,0.0,0.0,242.22197789180228,13.450288961369756,23.5798121548123,3,16119.08152642769,45.0,1675.5902788874666,8.36,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,15,1,15,0,platform A,0.0,1,12.54,28.4,393.6,1.2,2409.991983249888,42.74821268283477,4.0,0.3184713375796179,0.6365141682948128,1.880460936401853,1.0986122886681096,256.8639125684712,242.22197789180228,13.450288961369756,250.96,15,52041.1345056228,144.0,23230.679249891007,155.18,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,16,1,16,0,platform A,0.0,1,6.18,14.88,408.48,2.34,1118.4380851271185,36.65978060407183,1.0,0.1612903225806451,0.0,0.0,0.0,0.0,257.52129483935107,10.396785753721709,257.14,16,53159.57259074992,145.0,23488.20054473036,157.52,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,17,1,17,0,platform A,0.0,1,21.66,28.64,437.12,22.46,4213.124948297581,46.05806929499955,9.0,0.4151291512915129,0.9743147528693494,2.4571629982563223,1.2130075659799042,258.6613136330324,3357.9607810692364,13.155830124937168,278.8,17,57372.6975390475,154.0,26846.1613257996,179.98000000000002,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,17,1,17,0,platform A,0.0,1,14.569422171850276,28.64,437.12,22.46,2771.571367975909,46.47534616967614,6.0,0.411522633744856,1.0549201679861442,2.4751888816815577,1.3321790402101223,261.2045321746967,3357.9607810692364,13.155830124937168,106.75141393448766,10,50749.316848827766,145.0,12662.157177759917,92.9,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,18,1,18,0,platform A,0.0,1,7.38,33.36,470.48,11.7,1284.8967892821202,39.25774706981582,2.0,0.2702702702702703,0.0,0.0,0.0,0.0,1448.626709281616,11.38950395559114,286.18,18,58657.59432832962,156.0,28294.78803508121,191.68,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,18,1,18,0,platform A,0.0,1,1.902678347004316,33.36,470.48,11.7,310.54996754224896,35.62960621372612,1.0,0.5208333333333333,0.0,0.0,0.0,0.0,1448.626709281616,11.38950395559114,84.95662560170105,8,42729.39825945209,126.0,7791.676742734106,50.900000000000006,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,19,1,19,0,platform A,0.0,1,2.4,44.68,515.16,37.3,403.4731844105364,39.03618608336431,1.0,0.4132231404958678,0.0,0.0,0.0,0.0,3979.333370961008,8.181084412726646,288.58,19,59061.06751274016,157.0,32274.12140604222,228.98,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,0,20,1,20,0,platform A,0.0,1,4.305279967847495,5.74,520.9,3.34,820.598290443777,45.86982502746434,2.0,0.4629629629629629,0.0,0.0,0.0,0.0,508.9541538850805,9.086526539586188,27.885092122659792,4,17532.919364265264,48.0,2184.544432772547,11.7,0.0,0,0.0,0.0,0.0,0.0
20221026,P195,15,75-0,female,1,2,1,480,399.0,30,30,0,30,30,1,20,1,20,0,platform A,0.0,1,7.22,5.74,520.9,3.34,1413.837837837576,47.13589236583559,3.0,0.4143646408839779,0.6931471805599453,1.3863621460498696,0.6931471805599453,185.7981942831448,508.9541538850805,9.086526539586188,295.8,20,60474.90535057773,160.0,32783.0755599273,232.32,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,1,1,1,1,0,platform B,0.0,0,3.18,17.5,17.5,17.5,512.205434167193,13.439873886599363,0.0,0.0,0.0,0.0,0.0,0.0,4249.386094719788,20.85507385743362,3.18,1,512.205434167193,0.0,4249.386094719788,17.5,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,1,2,1,2,0,platform B,0.0,1,61.5,23.8,41.3,20.62,6382.873274405831,8.010869827477725,21.0,0.3413524057217165,0.8556886672556694,3.854833329730353,0.6128694524619495,106.22819266636556,2683.08106017364,4.638339336470727,64.68,2,6895.078708573024,21.0,6932.467154893428,38.120000000000005,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,0,2,1,2,0,platform B,0.0,1,15.964361173009884,23.8,41.3,20.62,1731.2120620716291,8.902681921159544,6.0,0.3754693366708385,1.0549201679861442,3.279243815272052,0.5004024235381879,97.2370225056046,2683.08106017364,4.638339336470727,15.964361173009884,1,6382.873274405831,21.0,2683.08106017364,20.62,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,1,3,1,3,0,platform B,0.0,1,56.98,67.68,108.98,6.18,5398.677215840515,7.20296999035346,13.0,0.2280701754385964,0.2868359830561607,3.826987501068345,1.0114042647073518,149.54641605693223,1124.4513889373848,7.245194543607167,121.66,3,12293.755924413535,34.0,8056.918543830812,44.3,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,0,3,1,3,0,platform B,0.0,1,40.7900663322438,67.68,108.98,6.18,3772.549418672928,7.294507918901862,11.0,0.2694757471827536,0.3250829733914482,2.809768673752343,0.9433483923290392,157.80662160522942,1124.4513889373848,7.245194543607167,56.75442750525369,2,11781.550490246344,34.0,3807.532449111025,26.8,0.0,0,0.0,0.0,0.0,0.0
20221026,P393,15,0-75,female,11,2,1,400,343.0,28,0,28,28,28,1,4,1,4,0,platform B,0.0,1,4.68,94.54,203.52,37.56,822.7338720483041,12.006867960595038,1.0,0.2127659574468085,0.0,0.0,0.0,0.0,4900.972290208919,5.050785775585917,126.34,4,13116.48979646184,35.0,12957.890834039732,81.86000000000001,0.0,0,0.0,0.0,0.0,0.0
